v1,v2
ham,\HI BABE UAWAKE?FEELLIKW SHIT.JUSTFOUND OUT VIA ALETTER THATMUM GOTMARRIED 4thNOV.BEHIND OURBACKS åÐ FUCKINNICE!SELFISH
ham,"Sorry about earlier. Putting out fires.Are you around to talk after 9? Or do you actually have a life, lol!"
ham,yeah sure thing mate haunt got all my stuff sorted but im going sound anyway promoting hex for .by the way who is this? dont know number. Joke
ham,Watching ajith film ah?
spam,I don't know u and u don't know me. Send CHAT to 86688 now and let's find each other! Only 150p/Msg rcvd. HG/Suite342/2Lands/Row/W1J6HL LDN. 18 years or over.
ham,He also knows about lunch menu only da. . I know
ham,I wont. So wat's wit the guys
ham,"New Theory: Argument wins d SITUATION, but loses the PERSON. So dont argue with ur friends just.. . . . kick them &amp; say, I'm always correct.!"
ham,"chile, please! It's only a  &lt;DECIMAL&gt;  hour drive for me. I come down all the time and will be subletting feb-april for audition season."
ham,I am joining today formally.Pls keep praying.will talk later.
ham,"I can make it up there, squeezed  &lt;#&gt;  bucks out of my dad"
spam,"HOT LIVE FANTASIES call now 08707500020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national rate call"
ham,Kind of. Took it to garage. Centre part of exhaust needs replacing. Part ordered n taking it to be fixed tomo morning.
ham,"\Speak only when you feel your words are better than the silence...\"" Gud mrng:-)"""
ham,Wah... Okie okie... Muz make use of e unlimited... Haha... 
ham,Beerage?
ham,Where are you call me.
ham,I am late. I will be there at
spam,Reply to win å£100 weekly! Where will the 2006 FIFA World Cup be held? Send STOP to 87239 to end service
ham,Every day i use to sleep after  &lt;#&gt;  so only.
spam,Free Top ringtone -sub to weekly ringtone-get 1st week free-send SUBPOLY to 81618-?3 per week-stop sms-08718727870
ham,"Today is \song dedicated day..\"" Which song will u dedicate for me? Send this to all ur valuable frnds but first rply me..."""
ham,Howz pain.it will come down today.do as i said ystrday.ice and medicine.
ham,Hi! You just spoke to MANEESHA V. We'd like to know if you were satisfied with the experience. Reply Toll Free with Yes or No.
spam,Don't b floppy... b snappy & happy! Only gay chat service with photo upload call 08718730666 (10p/min). 2 stop our texts call 08712460324
ham,Oh ok..
ham,Me too baby! I promise to treat you well! I bet you will take good care of me...
ham,I have 2 docs appointments next week.:/ I'm tired of them shoving stuff up me. Ugh why couldn't I have had a normal body?
ham,Congrats ! Treat pending.i am not on mail for 2 days.will mail once thru.Respect mother at home.check mails.
ham,Me sef dey laugh you. Meanwhile how's my darling anjie!
spam,"Romantic Paris. 2 nights, 2 flights from å£79 Book now 4 next year. Call 08704439680Ts&Cs apply."
ham,Then u drive lor.
ham,"Yeah, I'll leave in a couple minutes &amp; let you know when I get to mu"
ham,Which is why i never wanted to tell you any of this. Which is why i'm so short with you and on-edge as of late.
ham,"\GRAN ONLYFOUND OUT AFEW DAYS AGO.CUSOON HONI\"""""
ham,"Sorry man my account's dry or I would, if you want we could trade back half or I could buy some shit with my credit card"
ham,How r Ì_ going to send it to me?
ham,Take some small dose tablet for fever
ham,"Good evening Sir, hope you are having a nice day. I wanted to bring it to your notice that I have been late in paying rent for the past few months and have had to pay a $ &lt;#&gt;  charge. I felt it would be inconsiderate of me to nag about something you give at great cost to yourself and that's why i didnt speak up. I however am in a recession and wont be able to pay the charge this month hence my askin well ahead of month's end. Can you please help. Thank you for everything."
ham,Cool. Do you like swimming? I have a pool and jacuzzi at my house.
ham,Dear where you will be when i reach there
spam,IMPORTANT MESSAGE. This is a final contact attempt. You have important messages waiting out our customer claims dept. Expires 13/4/04. Call 08717507382 NOW!
ham,"its cool but tyler had to take off so we're gonna buy for him and drop it off at his place later tonight. Our total order is a quarter, you got enough?"
ham,Sorry i cant take your call right now. It so happens that there r 2waxsto do wat you want. She can come and ill get her medical insurance. And she'll be able to deliver and have basic care. I'm currently shopping for the right medical insurance for her. So just give me til friday morning. Thats when i.ll see the major person that can guide me to the right insurance.
ham,SORRY IM STIL FUCKED AFTER LAST NITE WENT TOBED AT 430 GOT UP 4 WORK AT 630
spam,HMV BONUS SPECIAL 500 pounds of genuine HMV vouchers to be won. Just answer 4 easy questions. Play Now! Send HMV to 86688 More info:www.100percent-real.com
ham,Later i guess. I needa do mcat study too.
ham,Watching tv lor... Y she so funny we bluff her 4 wat. Izzit because she thk it's impossible between us?
ham,"New Theory: Argument wins d SITUATION, but loses the PERSON. So dont argue with ur friends just.. . . . kick them &amp; say, I'm always correct.!"
ham,"Sir, i am waiting for your call."
ham,Yun ah.now Ì_ wkg where?btw if Ì_ go nus sc. ÌÏ wana specialise in wad?
ham,"Yeah work is fine, started last week, all the same stuff as before, dull but easy and guys are fun!"
ham,East coast
ham,How are you enjoying this semester? Take care brother.
ham,Fyi I'm gonna call you sporadically starting at like  &lt;#&gt;  bc we are not not doin this shit
ham,Hi happy birthday. Hi hi hi hi hi hi hi
ham,Why tired what special there you had
ham,Sounds great! Im going to sleep now. Have a good night!
ham,Mm yes dear look how i am hugging you both. :-P
ham,Great. Never been better. Each day gives even more reasons to thank God
ham,Do you know when the result.
ham,Okay. I've seen it. So i should pick it on friday?
ham,I have gone into get info bt dont know what to do
ham,"Sorry,in meeting I'll call later"
ham,I was up all night too worrying about this appt. It's a shame we missed a girls night out with quizzes popcorn and you doing my hair.
ham,"To the wonderful Okors, have a great month. We cherish you guys and wish you well each day. MojiBiola"
ham,"My painful personal thought- \I always try to keep everybody happy all the time. But nobody recognises me when i am alone\"""""
ham,Haha mayb u're rite... U know me well. Da feeling of being liked by someone is gd lor. U faster go find one then all gals in our group attached liao.
ham,Wah lucky man... Then can save money... Hee...
ham,Then Ì_ come n pick me at 530 ar?
ham,Are you going to write ccna exam this week??
ham,Is that on the telly? No its Brdget Jones!
ham,Ok i msg u b4 i leave my house.
ham,Just trying to figure out when I'm suppose to see a couple different people this week. We said we'd get together but I didn't set dates
ham,Yar lor actually we quite fast... Cos da ge slow wat... Haha...
ham,U dun say so early hor... U c already then say...
ham,Hey i've booked the 2 lessons on sun liao...
ham,But you were together so you should be thinkin about him
ham,Ugh just got outta class
ham,aathi..where are you dear..
ham,Finished class where are you.
ham,I'm coming home 4 dinner.
ham,I am in bus on the way to calicut
ham,"Good morning, my boytoy! How's those yummy lips ? Where's my sexy buns now ? What do you do ? Do you think of me ? Do you crave me ? Do you need me ?"
ham,No it's waiting in e car dat's bored wat. Cos wait outside got nothing 2 do. At home can do my stuff or watch tv wat.
ham,Its ok..come to my home it vl nice to meet and v can chat..
ham,Ha ha - had popped down to the loo when you hello-ed me. Hello!
ham,IM LATE TELLMISS IM ON MY WAY
ham,Good evening! this is roger. How are you?
ham,So Ì_ pay first lar... Then when is da stock comin...
ham,I donno its in your genes or something
ham,Sure but since my parents will be working on Tuesday I don't really need a cover story
ham,Where are you ? What do you do ? How can you stand to be away from me ? Doesn't your heart ache without me ? Don't you wonder of me ? Don't you crave me ?
ham,* Will be september by then!
ham,Am surfing online store. For offers do you want to buy any thing.
ham,Just glad to be talking to you.
ham,I cant pick the phone right now. Pls send a message
ham,Oh oh... Wasted... Den muz chiong on sat n sun liao...
ham,"Haha good to hear, I'm officially paid and on the market for an 8th"
ham,Lol ... I really need to remember to eat when I'm drinking but I do appreciate you keeping me company that night babe *smiles*
spam,Call FREEPHONE 0800 542 0578 now!
ham,Ok lor.
ham,Doesn't g have class early tomorrow and thus shouldn't be trying to smoke at  &lt;#&gt;
ham,Oh for fuck's sake she's in like tallahassee
ham,Was the actual exam harder than NBME
ham,Busy here. Trying to finish for new year. I am looking forward to finally meeting you...
ham,Did either of you have any idea's? Do you know of anyplaces doing something?
ham,"It's wylie, you in tampa or sarasota?"
ham,"Found it, ENC  &lt;#&gt; , where you at?"
ham,Spending new years with my brother and his family. Lets plan to meet next week. Are you ready to be spoiled? :)
ham,Dude ive been seeing a lotta corvettes lately
ham,Oh ho. Is this the first time u use these type of words
ham,"Dear all, as we know  &lt;#&gt; th is the  &lt;#&gt; th birthday of our loving Gopalettan. We are planning to give a small gift on that day. Those who like to participate in that you are welcome. Please contact our admin team for more details"
ham,Get me out of this dump heap. My mom decided to come to lowes. BORING.
ham,"When people see my msgs, They think Iam addicted to msging... They are wrong, Bcoz They don\'t know that Iam addicted to my sweet Friends..!! BSLVYL"
ham,Can you let me know details of fri when u find out cos I'm not in tom or fri. mentionned chinese. Thanks
ham,"Sorry I flaked last night, shit's seriously goin down with my roommate, what you up to tonight?"
ham,You're not sure that I'm not trying to make xavier smoke because I don't want to smoke after being told I smoke too much?
ham,At home watching tv lor.
ham,Ok im not sure what time i finish tomorrow but i wanna spend the evening with you cos that would be vewy vewy lubly! Love me xxx
ham,I didn't get the second half of that message
ham,Nope... Think i will go for it on monday... Sorry i replied so late
spam,88066 FROM 88066 LOST 3POUND HELP
ham,Yo we are watching a movie on netflix
spam,What do U want for Xmas? How about 100 free text messages & a new video phone with half price line rental? Call free now on 0800 0721072 to find out more!
ham,No I'm in the same boat. Still here at my moms. Check me out on yo. I'm half naked.
ham,Ugh its been a long day. I'm exhausted. Just want to cuddle up and take a nap
ham,K k pa Had your lunch aha.
ham,Was the farm open?
spam,Free Top ringtone -sub to weekly ringtone-get 1st week free-send SUBPOLY to 81618-?3 per week-stop sms-08718727870
ham,K. I will sent it again
ham,Its sunny in california. The weather's just cool
spam,todays vodafone numbers ending with 0089(my last four digits) are selected to received a å£350 award. If your number matches please call 09063442151 to claim your å£350 award
ham,Are you wet right now?
ham,Or just do that 6times
ham,"Mum, i've sent you many many messages since i got here. I just want to know that you are actually getting them. Do enjoy the rest of your day."
ham,"Haha... Sounds crazy, dunno can tahan anot..."
ham,Oh gei. That happend to me in tron. Maybe ill dl it in 3d when its out
ham,"I thought i'd get him a watch, just cos thats the kind of thing u get4an18th. And he loves so much!"
ham,"Sorry battery died, yeah I'm here"
spam,Thanks 4 your continued support Your question this week will enter u in2 our draw 4 å£100 cash. Name the NEW US President? txt ans to 80082
ham,In other news after hassling me to get him weed for a week andres has no money. HAUGHAIGHGTUJHYGUJ
ham,I take it the post has come then! You must have 1000s of texts now! Happy reading. My one from wiv hello caroline at the end is my favourite. Bless him
ham,WHITE FUDGE OREOS ARE IN STORES
ham,"Oh, yes, I've just been a little under the weather so i've kind of been coccooning at home"
ham,I'm at home n ready...
ham,SO IS TH GOWER MATE WHICH IS WHERE I AM!?! HOW R U MAN? ALL IS GOOD IN WALES ILL B BACK åÔMORROW. C U THIS WK? WHO WAS THE MSG 4? åÐ RANDOM!
ham,"I don't know, same thing that's wrong everyso often, he panicks starts goin on bout not bein good enough Û_"
ham,We can make a baby in yo tho
ham,What's a feathery bowa? Is that something guys have that I don't know about?
ham,Ok not a problem will get them a taxi. C ing  tomorrow and tuesday. On tuesday think we r all going to the cinema. 
ham,K.k.how is your business now?
ham,Ok i am on the way to home hi hi
ham,"Piggy, r u awake? I bet u're still sleeping. I'm going 4 lunch now..."
ham,No got new job at bar in airport on satsgettin 4.47per hour but means no lie in! keep in touch
ham,Aiyah then i wait lor. Then u entertain me. Hee...
spam,U have won a nokia 6230 plus a free digital camera. This is what u get when u win our FREE auction. To take part send NOKIA to 83383 now. POBOX114/14TCR/W1 16
spam,Free tones Hope you enjoyed your new content. text stop to 61610 to unsubscribe. help:08712400602450p Provided by tones2you.co.uk
spam,URGENT! Your Mobile number has been awarded with a å£2000 prize GUARANTEED. Call 09061790126 from land line. Claim 3030. Valid 12hrs only 150ppm
ham,Hey you still want to go for yogasana? Coz if we end at cine then can go bathe and hav the steam bath
ham,MAKE SURE ALEX KNOWS HIS BIRTHDAY IS OVER IN FIFTEEN MINUTES AS FAR AS YOU'RE CONCERNED
ham,"The affidavit says  &lt;#&gt;  E Twiggs St, division g, courtroom  &lt;#&gt; , &lt;TIME&gt;  AM. I'll double check and text you again tomorrow"
ham,We will meet soon princess! Ttyl!
ham,I'm really sorry I lit your hair on fire
ham,"Now u sound like manky scouse boy steve,like! I is travelling on da bus home.wot has u inmind 4 recreation dis eve?"
spam,"Shop till u Drop, IS IT YOU, either 10K, 5K, å£500 Cash or å£100 Travel voucher, Call now, 09064011000. NTT PO Box CR01327BT fixedline Cost 150ppm mobile vary"
ham,It has everything to do with the weather. Keep extra warm. Its a cold but nothing serious. Pls lots of vitamin c
ham,"Thats a bit weird, even ?- where is the do supposed to be happening? But good idea, sure they will be in pub!"
ham,Armand says get your ass over to epsilon
ham,"Sorry, I guess whenever I can get a hold of my connections, maybe an hour or two? I'll text you"
ham,Omg you can make a wedding chapel in frontierville? Why do they get all the good stuff?
ham,Okie
spam,I don't know u and u don't know me. Send CHAT to 86688 now and let's find each other! Only 150p/Msg rcvd. HG/Suite342/2Lands/Row/W1J6HL LDN. 18 years or over.
ham,I want to tel u one thing u should not mistake me k THIS IS THE MESSAGE THAT YOU SENT:)
ham,"\Hi darlin did youPhone me? Im atHome if youwanna chat.\"""""
ham,U should make a fb list
ham,"Wen ur lovable bcums angry wid u, dnt take it seriously.. Coz being angry is d most childish n true way of showing deep affection, care n luv!.. kettoda manda... Have nice day da."
spam,You have WON a guaranteed å£1000 cash or a å£2000 prize.To claim yr prize call our customer service representative on
ham,And I don't plan on staying the night but I prolly won't be back til late
ham,Is ur changes 2 da report big? Cos i've already made changes 2 da previous report.
spam,URGENT This is our 2nd attempt to contact U. Your å£900 prize from YESTERDAY is still awaiting collection. To claim CALL NOW 09061702893. ACL03530150PM
ham,Yup having my lunch buffet now.. U eat already?
ham,"I think we're going to finn's now, come"
ham,Hey i'm bored... So i'm thinking of u... So wat r u doing?
spam,Urgent Ur å£500 guaranteed award is still unclaimed! Call 09066368327 NOW closingdate04/09/02 claimcode M39M51 å£1.50pmmorefrommobile2Bremoved-MobyPOBox734LS27YF
ham,Ok.ok ok..then..whats ur todays plan
spam,"URGENT, IMPORTANT INFORMATION FOR O2 USER. TODAY IS YOUR LUCKY DAY! 2 FIND OUT WHY LOG ONTO HTTP://WWW.URAWINNER.COM THERE IS A FANTASTIC SURPRISE AWAITING FOR YOU"
ham,ÌÏ still attending da talks?
ham,I'm reading the text i just sent you. Its meant to be a joke. So read it in that light
ham,Neshanth..tel me who r u?
ham,She ran off with a younger man. we will make pretty babies together :)
spam,Bloomberg -Message center +447797706009 Why wait? Apply for your future http://careers. bloomberg.com
ham,Hiya do u like the hlday pics looked horrible in them so took mo out! Hows the camp Amrca thing? Speak soon Serena:)
spam,Thanks for your subscription to Ringtone UK your mobile will be charged å£5/month Please confirm by replying YES or NO. If you reply NO you will not be charged
ham,Oh is it! Which brand?
ham,On the road so cant txt
ham,"Arms fine, how's Cardiff and uni? "
ham,hi baby im cruisin with my girl friend what r u up 2? give me a call in and hour at home if thats alright or fone me on this fone now love jenny xxx
ham,O was not into fps then.
spam,You are awarded a SiPix Digital Camera! call 09061221061 from landline. Delivery within 28days. T Cs Box177. M221BP. 2yr warranty. 150ppm. 16 . p på£3.99
ham,Only saturday and sunday holiday so its very difficult:)
ham,"Especially since i talk about boston all up in my personal statement, lol! I woulda changed that if i had realized it said nyc! It says boston now."
ham,"Until 545 lor... Ya, can go 4 dinner together..."
ham,Idk. I'm sitting here in a stop and shop parking lot right now bawling my eyes out because i feel like i'm a failure in everything. Nobody wants me and now i feel like i'm failing you.
ham,Is she replying. Has boye changed his phone number
ham,You always make things bigger than they are
ham,Yes I posted a couple of pics on fb. There's still snow outside too. I'm just waking up :)
spam,U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094599
ham,"Love isn't a decision, it's a feeling. If we could decide who to love, then, life would be much simpler, but then less magical"
ham,Ok anyway no need to change with what you said
spam,Message Important information for O2 user. Today is your lucky day! 2 find out why log onto http://www.urawinner.com there is a fantastic surprise awaiting you
ham,"Nope. Since ayo travelled, he has forgotten his guy"
ham,Where is it. Is there any opening for mca.
spam,I don't know u and u don't know me. Send CHAT to 86688 now and let's find each other! Only 150p/Msg rcvd. HG/Suite342/2Lands/Row/W1J6HL LDN. 18 years or over.
ham,In fact when do you leave? I think addie goes back to school tues or wed
ham,Do you want bold 2 or bb torch
ham,K I'll call you when I'm close
ham,Message from . I am at Truro Hospital on ext. You can phone me here. as I have a phone by my side
ham,I've reached home finally...
ham,It so happens that there r 2waxsto do wat you want. She can come and ill get her medical insurance. And she'll be able to deliver and have basic care. I'm currently shopping for the right medical insurance for her. So just give me til friday morning. Thats when i.ll see the major person that can guide me to the right insurance.
ham,Glad it went well :) come over at 11 then we'll have plenty of time before claire goes to work.
ham,Indeed and by the way it was either or - not both !
ham,Babe ? I lost you ... :-(
ham,Today i'm not workin but not free oso... Gee... Thgt u workin at ur fren's shop ? 
ham,"Storming msg: Wen u lift d phne, u say \HELLO\"" Do u knw wt is d real meaning of HELLO?? . . . It's d name of a girl..! . . . Yes.. And u knw who is dat girl?? \""Margaret Hello\"" She is d girlfrnd f Grahmbell who invnted telphone... . . . . Moral:One can 4get d name of a person"
ham,Alright i have a new goal now
ham,I will cme i want to go to hos 2morow. After that i wil cme. This what i got from her dear what to do. She didnt say any time
ham,For The First Time In The History 'Need' 'Comfort' And 'Luxury' Are Sold At Same Price In India..!! Onion-Rs. &lt;#&gt;  Petrol-Rs. &lt;#&gt;  Beer-Rs. &lt;#&gt;  SHESIL  &lt;#&gt;
ham,Ok pa. Nothing problem:-)
ham,"Brainless Baby Doll..:-D;-), vehicle sariyag drive madoke barolla.."
ham,Tessy..pls do me a favor. Pls convey my birthday wishes to Nimya..pls dnt forget it. Today is her birthday Shijas
ham,Sent me ur email id soon
spam,Not heard from U4 a while. Call me now am here all night with just my knickers on. Make me beg for it like U did last time 01223585236 XX Luv Nikiyu4.net
ham,Not yet. Just i'd like to keep in touch and it will be the easiest way to do that from barcelona. By the way how ru and how is the house?
spam,WINNER! As a valued network customer you hvae been selected to receive a å£900 reward! To collect call 09061701444. Valid 24 hours only. ACL03530150PM
ham,Hanging out with my brother and his family
ham,"I think your mentor is , but not 100 percent sure."
ham,"Alright we're hooked up, where you guys at"
ham,Your gonna have to pick up a $1 burger for yourself on your way home. I can't even move. Pain is killing me.
ham,I just lov this line: \Hurt me with the truth
spam,"5 Free Top Polyphonic Tones call 087018728737, National Rate. Get a toppoly tune sent every week, just text SUBPOLY to 81618, å£3 per pole. UnSub 08718727870."
ham,That's y u haf 2 keep me busy...
ham,I'm going 4 lunch now wif my family then aft dat i go str 2 orchard lor.
spam,Do you want a New Nokia 3510i Colour Phone Delivered Tomorrow? With 200 FREE minutes to any mobile + 100 FREE text + FREE camcorder Reply or Call 8000930705
spam,"WIN: We have a winner! Mr. T. Foley won an iPod! More exciting prizes soon, so keep an eye on ur mobile or visit www.win-82050.co.uk"
ham,Jus finish my lunch on my way home lor... I tot u dun wan 2 stay in sch today...
ham,"Save yourself the stress. If the person has a dorm account, just send your account details and the money will be sent to you."
ham,Still chance there. If you search hard you will get it..let have a try :)
ham,"Sorry, I'll call you  later. I am in meeting sir."
ham,Pls call me da. What happen.
ham,I REALLY NEED 2 KISS U I MISS U MY BABY FROM UR BABY 4EVA
ham,The search 4 happiness is 1 of d main sources of unhappiness! Accept life the way it comes! U will find happiness in every moment u live.
ham,"&lt;#&gt; , that's all? Guess that's easy enough"
ham,"Gal n boy walking in d park. gal-can i hold ur hand? boy-y? do u think i would run away? gal-no, jst wana c how it feels walking in heaven with an prince..GN:-)"
ham,Short But Cute: \Be a good person
ham,"Since when, which side, any fever, any vomitin."
ham,Si si. I think ill go make those oreo truffles.
ham,Ummmmmaah Many many happy returns of d day my dear sweet heart.. HAPPY BIRTHDAY dear
ham,Talk With Yourself Atleast Once In A Day...!!! Otherwise You Will Miss Your Best FRIEND In This WORLD...!!! -Shakespeare- SHESIL  &lt;#&gt;
ham,The evo. I just had to download flash. Jealous?
ham,How long does it take to get it.
spam,**FREE MESSAGE**Thanks for using the Auction Subscription Service. 18 . 150p/MSGRCVD 2 Skip an Auction txt OUT. 2 Unsubscribe txt STOP CustomerCare 08718726270
ham,Then any special there?
ham,"wiskey Brandy Rum Gin Beer Vodka Scotch Shampain Wine \KUDI\""yarasu dhina vaazhthukkal. .."""
ham,U studying in sch or going home? Anyway i'll b going 2 sch later.
ham,In e msg jus now. U said thanks for gift.
ham,Honey boo I'm missing u.
ham,Bring home some Wendy =D
ham,"I know you are thinkin malaria. But relax, children cant handle malaria. She would have been worse and its gastroenteritis. If she takes enough to replace her loss her temp will reduce. And if you give her malaria meds now she will just vomit. Its a self limiting illness she has which means in a few days it will completely stop"
ham,Discussed with your mother ah?
ham,My darling sister. How are you doing. When's school resuming. Is there a minimum wait period before you reapply? Do take care
ham,Ok
ham,I had it already..sabarish asked me to go..
spam,"You are a å£1000 winner or Guaranteed Caller Prize, this is our Final attempt to contact you! To Claim Call 09071517866 Now! 150ppmPOBox10183BhamB64XE"
spam,Please call our customer service representative on 0800 169 6031 between 10am-9pm as you have WON a guaranteed å£1000 cash or å£5000 prize!
ham,Hi:)cts employee how are you?
ham,I don't quite know what to do. I still can't get hold of anyone. I cud pick you up bout 7.30pm and we can see if they're in the pub?
spam,"Spook up your mob with a Halloween collection of a logo & pic message plus a free eerie tone, txt CARD SPOOK to 8007 zed 08701417012150p per logo/pic"
ham,Is there any movie theatre i can go to and watch unlimited movies and just pay once?
ham,You in your room? I need a few
ham,"Just so that you know,yetunde hasn't sent money yet. I just sent her a text not to bother sending. So its over, you dont have to involve yourself in anything. I shouldn't have imposed anything on you in the first place so for that, i apologise."
ham,"A boy was late 2 home. His father: \POWER OF FRNDSHIP\"""""
spam,Dear 0776xxxxxxx U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18yrs
ham,Otherwise had part time job na-tuition..
ham,"Sorry, I'll call later"
ham,Smile in Pleasure Smile in Pain Smile when trouble pours like Rain Smile when sum1 Hurts U Smile becoz SOMEONE still Loves to see u Smiling!!
ham,So no messages. Had food?
ham,Erm. I thought the contract ran out the4th of october.
ham,We walked from my moms. Right on stagwood pass right on winterstone left on victors hill. Address is &lt;#&gt;
spam,Free Msg: Ringtone!From: http://tms. widelive.com/index. wml?id=1b6a5ecef91ff9*37819&first=true18:0430-JUL-05
ham,Sorry . I will be able to get to you. See you in the morning.
ham,Somebody should go to andros and steal ice
ham,Studying. But i.ll be free next weekend.
ham,ITS A LAPTOP TAKE IT WITH YOU.
ham,Mm have some kanji dont eat anything heavy ok
ham,Oh k.k..where did you take test?
ham,"Evening * v good if somewhat event laden. Will fill you in, don't you worry Û_ Head * ok but throat * wrecked. See you at six then!"
ham,You available now? I'm like right around hillsborough &amp;  &lt;#&gt; th
ham,What's the significance?
ham,"Sorry vikky, i'm Watching olave mandara movie kano in trishul theatre wit my frnds.."
ham,K tell me anything about you.
ham,"Hi, Mobile no.  &lt;#&gt;  has added you in their contact list on www.fullonsms.com It s a great place to send free sms to people For more visit fullonsms.com"
ham,That is wondarfull song
spam,Please CALL 08712402578 immediately as there is an urgent message waiting for you
ham,Printer is cool. I mean groovy. Wine is groovying
spam,tells u 2 call 09066358152 to claim å£5000 prize. U have 2 enter all ur mobile & personal details @ the prompts. Careful!
ham,"Hey elaine, is today's meeting still on?"
spam,INTERFLORA - åÒIt's not too late to order Interflora flowers for christmas call 0800 505060 to place your order before Midnight tomorrow.
ham,You lifted my hopes with the offer of money. I am in need. Especially when the end of the month approaches and it hurts my studying. Anyways have a gr8 weekend
ham,See you there! 
ham,"Ever green quote ever told by Jerry in cartoon \A Person Who Irritates u Always Is the one Who Loves u Vry Much But Fails to Express It...!..!! :-) :-) gud nyt"""
ham,Can you pls send me that company name. In saibaba colany
ham,"Aight fuck it, I'll get it later"
ham,"Don't Think About \What u Have Got\"" Think About \""How to Use It That You Have Got\"" gooD ni8"""
ham,See? I thought it all through
ham,what are your new years plans?
ham,Macha dont feel upset.i can assume your mindset.believe me one evening with me and i have some wonderful plans for both of us.LET LIFE BEGIN AGAIN.call me anytime
ham,Have you heard from this week?
spam,T-Mobile customer you may now claim your FREE CAMERA PHONE upgrade & a pay & go sim card for your loyalty. Call on 0845 021 3680.Offer ends 28thFeb.T&C's apply
ham,"If e timing can, then i go w u lor..."
ham,There generally isn't one. It's an uncountable noun - u in the dictionary. pieces of research?
ham,"hey, looks like I was wrong and one of the kappa guys numbers is still on my phone, if you want I can text him and see if he's around"
ham,I'm turning off my phone. My moms telling everyone I have cancer. And my sister won't stop calling. It hurts to talk. Can't put up with it. See u when u get home. Love u
ham,Right it wasnt you who phoned it was someone with a number like yours!
ham,Are you happy baby ? Are you alright ? Did you take that job ? I hope your fine. I send you a kiss to make you smile from across the sea ... *kiss* *kiss*
ham,"Haha I heard that, text me when you're around"
ham,"Set a place for me in your heart and not in your mind, as the mind easily forgets but the heart will always remember. Wish you Happy Valentines Day!"
ham,"Babe, I'm back ... Come back to me ..."
ham,"Awesome, that gonna be soon or later tonight?"
ham,It shall be fine. I have avalarr now. Will hollalater
ham,"Forgot you were working today! Wanna chat, but things are ok so drop me a text when you're free / bored etc and i'll ring. Hope all is well, nose essay and all xx"
ham,Is there coming friday is leave for pongal?do you get any news from your work place.
spam,This message is brought to you by GMW Ltd. and is not connected to the
spam,Free entry in 2 a weekly comp for a chance to win an ipod. Txt POD to 80182 to get entry (std txt rate) T&C's apply 08452810073 for details 18+
ham,"Sorry, was in the bathroom, sup"
ham,Aiyo cos i sms Ì_ then Ì_ neva reply so i wait 4 Ì_ to reply lar. I tot Ì_ havent finish ur lab wat.
ham,Thanx a lot...
ham,Whens your radio show?
ham,I could ask carlos if we could get more if anybody else can chip in
ham,I'll be at mu in like  &lt;#&gt;  seconds
ham,Dear we are going to our rubber place
spam,"For ur chance to win a å£250 cash every wk TXT: ACTION to 80608. T's&C's www.movietrivia.tv custcare 08712405022, 1x150p/wk."
ham,"Friendship is not a game to play, It is not a word to say, It doesn\'t start on March and ends on May, It is tomorrow, yesterday, today and e"
ham,Prakesh is there know.
ham,Play w computer? Aiyah i tok 2 u lor?
ham,Thanks chikku..:-) gud nyt:-*
ham,You busy or can I come by at some point and figure out what we're doing tomorrow
ham,Am also doing in cbe only. But have to pay.
ham,No. On the way home. So if not for the long dry spell the season would have been over
ham,I'll be in sch fr 4-6... I dun haf da book in sch... It's at home...
ham,"Dear,Me at cherthala.in case u r coming cochin pls call bfore u start.i shall also reach accordingly.or tell me which day u r coming.tmorow i am engaged ans its holiday."
ham,Ok.ok ok..then..whats ur todays plan
ham,"Gosh that , what a pain. Spose I better come then."
ham,Tell your friends what you plan to do on Valentines day @ &lt;URL&gt;
ham,Prof: you have passed in all the papers in this sem congrats . . . . Student: Enna kalaachutaarama..!! Prof:???? Gud mrng!
ham,Yar but they say got some error.
ham,staff.science.nus.edu.sg/~phyhcmk/teaching/pc1323
spam,Warner Village 83118 C Colin Farrell in SWAT this wkend @Warner Village & get 1 free med. Popcorn!Just show msg+ticket@kiosk.Valid 4-7/12. C t&c @kiosk. Reply SONY 4 mre film offers
ham,Oh ho. Is this the first time u use these type of words
ham,"[Û_] anyway, many good evenings to u! s"
spam,"FREE RING TONE just text \POLYS\"" to 87131. Then every week get a new tone. 0870737910216yrs only å£1.50/wk."""
ham,"Ela kano.,il download, come wen ur free.."
ham,"Sorry, I'll call later"
spam,GENT! We are trying to contact you. Last weekends draw shows that you won a å£1000 prize GUARANTEED. Call 09064012160. Claim Code K52. Valid 12hrs only. 150ppm
ham,Hey do you want anything to buy:)
ham,Your opinion about me? 1. Over 2. Jada 3. Kusruthi 4. Lovable 5. Silent 6. Spl character 7. Not matured 8. Stylish 9. Simple Pls reply..
ham,I got it before the new year cos yetunde said she wanted to surprise you with it but when i didnt see money i returned it mid january before the  &lt;#&gt; day return period ended.
ham,Lol yep did that yesterday. Already got my fireplace. Now its just another icon sitting there for me.
